,ticker,name,sector,asset_class,market_value,weight,notional_value,shares,price,location,exchange,currency,fx_rate,market_currency,accrual_date,etfname,date
3830,GJF,GJENSIDIGE FORSIKRING,Financials,Equity,"10,727,828.21",0.02,"10,727,828.21","612,359.00",17.52,Norway,Oslo Bors Asa,USD,10.59,NOK,-,EFA,20240606
3831,NZD,NZD CASH,Cash and/or Derivatives,Cash,"10,682,849.76",0.02,"10,682,849.76","17,270,794.00",61.86,New Zealand,-,USD,1.62,NZD,-,EFA,20240606
3832,U96,SEMBCORP INDUSTRIES LTD,Utilities,Equity,"10,533,904.39",0.02,"10,533,904.39","2,804,600.00",3.76,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240606
3833,VOE,VOESTALPINE AG,Materials,Equity,"10,524,543.61",0.02,"10,524,543.61","366,741.00",28.70,Austria,Wiener Boerse Ag,USD,0.92,EUR,-,EFA,20240606
3834,CLN,CLARIANT AG,Materials,Equity,"10,496,057.27",0.02,"10,496,057.27","679,957.00",15.44,Switzerland,SIX Swiss Exchange,USD,0.89,CHF,-,EFA,20240606
3835,3038,KOBE BUSSAN LTD,Consumer Staples,Equity,"10,441,995.96",0.02,"10,441,995.96","468,000.00",22.31,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3836,3092,ZOZO INC,Consumer Discretionary,Equity,"10,239,566.71",0.02,"10,239,566.71","430,600.00",23.78,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3837,BCVN,BC VAUD N,Financials,Equity,"10,037,494.54",0.02,"10,037,494.54","93,465.00",107.39,Switzerland,SIX Swiss Exchange,USD,0.89,CHF,-,EFA,20240606
3838,ANA,ACCIONA SA,Utilities,Equity,"9,999,168.00",0.02,"9,999,168.00","77,241.00",129.45,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240606
3839,HOLM B,HOLMEN CLASS B,Materials,Equity,"9,953,081.52",0.02,"9,953,081.52","241,287.00",41.25,Sweden,Nasdaq Omx Nordic,USD,10.42,SEK,-,EFA,20240606
3840,4,WHARF (HOLDINGS) LTD,Real Estate,Equity,"9,856,407.26",0.02,"9,856,407.26","3,318,168.00",2.97,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.81,HKD,-,EFA,20240606
3841,9143,SG HOLDINGS LTD,Industrials,Equity,"9,837,856.94",0.02,"9,837,856.94","1,003,500.00",9.80,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3842,9064,YAMATO HOLDINGS LTD,Industrials,Equity,"9,787,512.74",0.02,"9,787,512.74","868,600.00",11.27,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3843,ELI,ELIA GROUP SA,Utilities,Equity,"9,669,660.68",0.02,"9,669,660.68","93,125.00",103.84,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240606
3844,9719,SCSK CORP,Information Technology,Equity,"9,616,967.60",0.02,"9,616,967.60","494,200.00",19.46,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3845,9202,ANA HOLDINGS INC,Industrials,Equity,"9,571,758.48",0.02,"9,571,758.48","502,300.00",19.06,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3846,NGPN,NATIONAL GRID NILL PAID RIGHTS PLC,Utilities,Equity,"9,576,439.27",0.02,"9,576,439.27","3,423,608.00",2.80,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240606
3847,3231,NOMURA REAL ESTATE HOLDINGS INC,Real Estate,Equity,"9,549,674.07",0.02,"9,549,674.07","361,800.00",26.39,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3848,GLBE,GLOBAL E ONLINE LTD,Consumer Discretionary,Equity,"9,489,742.65",0.02,"9,489,742.65","314,751.00",30.15,Israel,NASDAQ,USD,1.00,USD,-,EFA,20240606
3849,GRF,GRIFOLS SA CLASS A,Health Care,Equity,"9,409,409.87",0.02,"9,409,409.87","924,492.00",10.18,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240606
3850,SK,SEB SA,Consumer Discretionary,Equity,"9,405,337.23",0.02,"9,405,337.23","77,402.00",121.51,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240606
3851,BANB,BACHEM HOLDING AG,Health Care,Equity,"9,354,670.93",0.02,"9,354,670.93","105,564.00",88.62,Switzerland,SIX Swiss Exchange,USD,0.89,CHF,-,EFA,20240606
3852,MCY,MERCURY NZ LTD,Utilities,Equity,"9,067,760.65",0.02,"9,067,760.65","2,155,839.00",4.21,New Zealand,New Zealand Exchange Ltd,USD,1.62,NZD,-,EFA,20240606
3853,OCI,OCI NV,Materials,Equity,"9,037,591.10",0.02,"9,037,591.10","333,377.00",27.11,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240606
3854,HUSQ B,HUSQVARNA,Industrials,Equity,"8,978,683.19",0.02,"8,978,683.19","1,108,170.00",8.10,Sweden,Nasdaq Omx Nordic,USD,10.42,SEK,-,EFA,20240606
3855,6305,HITACHI CONSTRUCTION MACHINERY LTD,Industrials,Equity,"8,791,361.09",0.02,"8,791,361.09","333,800.00",26.34,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3856,7276,KOITO MANUFACTURING LTD,Consumer Discretionary,Equity,"8,788,901.39",0.02,"8,788,901.39","642,700.00",13.67,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3857,4716,ORACLE JAPAN CORP,Information Technology,Equity,"8,761,811.36",0.02,"8,761,811.36","119,700.00",73.20,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3858,JDEP,JDE PEETS NV,Consumer Staples,Equity,"8,620,223.48",0.02,"8,620,223.48","381,700.00",22.58,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240606
3859,DIA,DIASORIN,Health Care,Equity,"8,382,607.34",0.02,"8,382,607.34","76,521.00",109.55,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240606
3860,COV,COVIVIO SA,Real Estate,Equity,"8,328,969.64",0.02,"8,328,969.64","154,799.00",53.81,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240606
3861,TIT,TELECOM ITALIA,Communication,Equity,"8,264,618.92",0.02,"8,264,618.92","31,747,616.00",0.26,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240606
3862,3064,MONOTARO LTD,Industrials,Equity,"8,260,595.46",0.02,"8,260,595.46","785,600.00",10.52,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3863,VOLCAR B,VOLVO CAR CLASS B,Consumer Discretionary,Equity,"8,008,062.25",0.01,"8,008,062.25","2,363,478.00",3.39,Sweden,Nasdaq Omx Nordic,USD,10.42,SEK,-,EFA,20240606
3864,AZRG,AZRIELI GROUP LTD,Real Estate,Equity,"7,701,397.10",0.01,"7,701,397.10","128,013.00",60.16,Israel,Tel Aviv Stock Exchange,USD,3.73,ILS,-,EFA,20240606
3865,9201,JAPAN AIRLINES LTD,Industrials,Equity,"7,358,546.29",0.01,"7,358,546.29","437,600.00",16.82,Japan,Tokyo Stock Exchange,USD,156.02,JPY,-,EFA,20240606
3866,UHRN,THE SWATCH GROUP AG,Consumer Discretionary,Equity,"6,898,018.50",0.01,"6,898,018.50","165,636.00",41.65,Switzerland,SIX Swiss Exchange,USD,0.89,CHF,-,EFA,20240606
3867,RCO,REMY COINTREAU SA,Consumer Staples,Equity,"6,672,755.72",0.01,"6,672,755.72","73,592.00",90.67,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240606
3868,1972,SWIRE PROPERTIES LTD,Real Estate,Equity,"6,412,591.09",0.01,"6,412,591.09","3,567,255.00",1.80,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.81,HKD,-,EFA,20240606
3869,JPFFT,CASH COLLATERAL JPY JPFFT,Cash and/or Derivatives,Cash Collateral and Margins,"4,473,351.92",0.01,"4,473,351.92","697,910,000.00",0.64,Japan,-,USD,156.02,JPY,"Oct 19, 2015",EFA,20240606
3870,SGD,SGD CASH,Cash and/or Derivatives,Cash,"3,478,098.71",0.01,"3,478,098.71","4,685,695.00",74.23,Singapore,-,USD,1.35,SGD,-,EFA,20240606
3871,JPFFT,CASH COLLATERAL AUD JPFFT,Cash and/or Derivatives,Cash Collateral and Margins,"2,668,381.20",0.00,"2,668,381.20","4,012,000.00",66.51,Australia,-,USD,1.50,AUD,"Oct 19, 2015",EFA,20240606
3872,ILS,ILS CASH,Cash and/or Derivatives,Cash,"2,245,462.89",0.00,"2,245,462.89","8,379,282.00",26.80,Israel,-,USD,3.73,ILS,-,EFA,20240606
3873,ALODS,ALSTOM RIGHTS SA,Industrials,Equity,"1,046,287.80",0.00,"1,046,287.80","907,353.00",1.15,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240606
3874,NOK,NOK CASH,Cash and/or Derivatives,Cash,"510,712.17",0.00,"510,712.17","5,410,638.00",9.44,Norway,-,USD,10.59,NOK,-,EFA,20240606
3875,ETD_AUD,ETD AUD BALANCE WITH R73215,Cash and/or Derivatives,Cash,"212,264.26",0.00,"212,264.26","319,146.00",66.51,Australia,-,USD,1.50,AUD,"Jan 01, 2000",EFA,20240606
3876,EUR,EUR/USD,Cash and/or Derivatives,FX,"39,405.10",0.00,"39,405.10","36,954,636.00",1.00,United States,-,USD,0.92,USD,-,EFA,20240606
3877,1821,ESR CAYMAN LTD,Real Estate,Equity,"15,009.23",0.00,"15,009.23","10,448.00",1.44,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.81,HKD,-,EFA,20240606
3878,ETD_GBP,ETD GBP BALANCE WITH R73215,Cash and/or Derivatives,Cash,-9.92,0.00,-9.92,-8.00,127.73,United Kingdom,-,USD,0.78,GBP,"Jan 01, 2000",EFA,20240606
3879,ETD_USD,ETD USD BALANCE WITH R73215,Cash and/or Derivatives,Cash,-18.15,0.00,-18.15,-18.00,100.00,United States,-,USD,1.00,USD,"Jan 01, 2000",EFA,20240606
3880,EUR,EUR/USD,Cash and/or Derivatives,FX,-52.09,0.00,-52.09,"7,441,270.00",1.00,United States,-,USD,0.92,USD,-,EFA,20240606
3881,MARGIN_USD,FUTURES USD MARGIN BALANCE,Cash and/or Derivatives,Cash Collateral and Margins,12.00,0.00,12.00,12.00,100.00,United States,-,USD,1.00,USD,"Jan 01, 2000",EFA,20240606
3882,HKD,HKD/USD,Cash and/or Derivatives,FX,50.27,0.00,50.27,"-69,886,245.00",1.00,United States,-,USD,7.81,USD,-,EFA,20240606
3883,ISCD,ISRACARD LTD,Financials,Equity,1.91,0.00,1.91,1.00,3.35,Israel,Tel Aviv Stock Exchange,USD,3.73,ILS,-,EFA,20240606
3884,JPY,JPY/USD,Cash and/or Derivatives,FX,-46.36,0.00,-46.36,"-1,253,883,597.00",1.00,United States,-,USD,156.02,USD,-,EFA,20240606
3885,-,LEG IMMOBILIEN COUPON,Real Estate,Equity,2.51,0.00,2.51,"230,490.00",0.00,Germany,Xetra,USD,0.92,EUR,-,EFA,20240606
3886,NMC,NMC HEALTH PLC,Health Care,Equity,6.05,0.00,6.05,"473,933.00",0.00,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240606
3887,XPM4,SPI 200 JUN 24,Cash and/or Derivatives,Futures,0.00,0.00,"34,128,076.77",262.00,"5,210.40",-,Asx - Trade24,USD,1.50,AUD,-,EFA,20240606
3888,SXOM4,STOXX EUROPE 600 JUN 24,Cash and/or Derivatives,Futures,0.00,0.00,"287,168,347.64","10,041.00",571.99,European Union,Eurex Deutschland,USD,0.92,EUR,-,EFA,20240606
3889,TPM4,TOPIX INDEX JUN 24,Cash and/or Derivatives,Futures,0.00,0.00,"97,333,589.72",550.00,17.70,-,Osaka Securities Exchange,USD,156.02,JPY,-,EFA,20240606
3890,GBP,GBP/USD,Cash and/or Derivatives,FX,"-12,536.05",0.00,"-12,536.05","-9,018,744.00",1.00,United States,-,USD,0.78,USD,-,EFA,20240606
3891,JPY,JPY/USD,Cash and/or Derivatives,FX,"-15,477.49",0.00,"-15,477.49","-1,625,736,445.00",1.00,United States,-,USD,156.08,USD,-,EFA,20240606
3892,NZD,NZD/USD,Cash and/or Derivatives,FX,"-18,181.60",0.00,"-18,181.60","-15,063,464.00",1.00,United States,-,USD,1.62,USD,-,EFA,20240606
3893,USD,USD CASH,Cash and/or Derivatives,Cash,"-82,140,752.79",-0.15,"-82,140,752.79","-82,140,753.00",100.00,United States,-,USD,1.00,USD,-,EFA,20240606
3894,NOVO B,NOVO NORDISK CLASS B,Health Care,Equity,"1,484,957,537.39",2.73,"1,484,957,537.39","10,412,812.00",142.61,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.90,DKK,-,EFA,20240607
3895,ASML,ASML HOLDING NV,Information Technology,Equity,"1,321,872,417.00",2.43,"1,321,872,417.00","1,275,000.00","1,036.76",Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
3896,NESN,NESTLE SA,Consumer Staples,Equity,"931,383,940.98",1.71,"931,383,940.98","8,519,474.00",109.32,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3897,AZN,ASTRAZENECA PLC,Health Care,Equity,"790,109,993.53",1.45,"790,109,993.53","4,946,499.00",159.73,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3898,MC,LVMH,Consumer Discretionary,Equity,"725,429,139.78",1.33,"725,429,139.78","879,932.00",824.41,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3899,SHEL,SHELL PLC,Energy,Equity,"710,242,075.85",1.30,"710,242,075.85","20,431,860.00",34.76,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3900,7203,TOYOTA MOTOR CORP,Consumer Discretionary,Equity,"694,533,065.61",1.28,"694,533,065.61","33,837,720.00",20.53,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3901,NOVN,NOVARTIS AG,Health Care,Equity,"665,994,401.35",1.22,"665,994,401.35","6,288,895.00",105.90,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3902,SAP,SAP,Information Technology,Equity,"638,938,060.36",1.17,"638,938,060.36","3,331,939.00",191.76,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3903,ROG,ROCHE HOLDING PAR AG,Health Care,Equity,"606,566,832.70",1.11,"606,566,832.70","2,241,747.00",270.58,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3904,HSBA,HSBC HOLDINGS PLC,Financials,Equity,"534,934,361.78",0.98,"534,934,361.78","60,537,906.00",8.84,United Kingdom,London Stock Exchange,USD,0.79,GBP,"Jan 01, 1998",EFA,20240607
3905,TTE,TOTALENERGIES,Energy,Equity,"481,694,005.05",0.88,"481,694,005.05","6,860,455.00",70.21,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3906,BHP,BHP GROUP LTD,Materials,Equity,"475,054,464.45",0.87,"475,054,464.45","16,182,312.00",29.36,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
3907,SIE,SIEMENS N AG,Industrials,Equity,"457,369,563.89",0.84,"457,369,563.89","2,425,019.00",188.60,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3908,ULVR,UNILEVER PLC,Consumer Staples,Equity,"447,054,001.94",0.82,"447,054,001.94","7,993,997.00",55.92,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3909,CBA,COMMONWEALTH BANK OF AUSTRALIA,Financials,Equity,"442,063,477.73",0.81,"442,063,477.73","5,340,941.00",82.77,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
3910,SU,SCHNEIDER ELECTRIC,Industrials,Equity,"425,892,605.95",0.78,"425,892,605.95","1,736,422.00",245.27,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3911,OR,LOREAL SA,Consumer Staples,Equity,"378,003,735.73",0.69,"378,003,735.73","767,794.00",492.32,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3912,8306,MITSUBISHI UFJ FINANCIAL GROUP INC,Financials,Equity,"366,550,507.24",0.67,"366,550,507.24","35,430,580.00",10.35,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3913,SAN,SANOFI SA,Health Care,Equity,"357,875,838.55",0.66,"357,875,838.55","3,632,160.00",98.53,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3914,ALV,ALLIANZ,Financials,Equity,"353,389,542.09",0.65,"353,389,542.09","1,249,902.00",282.73,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3915,6758,SONY GROUP CORP,Consumer Discretionary,Equity,"341,167,745.33",0.63,"341,167,745.33","3,985,500.00",85.60,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3916,AI,LAIR LIQUIDE SOCIETE ANONYME POUR,Materials,Equity,"339,052,964.98",0.62,"339,052,964.98","1,674,442.00",202.49,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3917,UBSG,UBS GROUP AG,Financials,Equity,"332,650,743.12",0.61,"332,650,743.12","10,494,534.00",31.70,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3918,8035,TOKYO ELECTRON LTD,Information Technology,Equity,"330,669,221.45",0.61,"330,669,221.45","1,504,900.00",219.73,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3919,BP.,BP PLC,Energy,Equity,"317,949,998.53",0.58,"317,949,998.53","54,015,824.00",5.89,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3920,6501,HITACHI LTD,Industrials,Equity,"308,422,113.12",0.57,"308,422,113.12","2,958,400.00",104.25,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3921,AIR,AIRBUS GROUP,Industrials,Equity,"307,496,847.96",0.56,"307,496,847.96","1,896,022.00",162.18,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3922,CSL,CSL LTD,Health Care,Equity,"293,781,135.80",0.54,"293,781,135.80","1,541,970.00",190.52,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
3923,CFR,COMPAGNIE FINANCIERE RICHEMONT SA,Consumer Discretionary,Equity,"287,162,929.40",0.53,"287,162,929.40","1,715,325.00",167.41,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3924,ABBN,ABB LTD,Industrials,Equity,"287,155,381.31",0.53,"287,155,381.31","5,104,352.00",56.26,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3925,6861,KEYENCE CORP,Information Technology,Equity,"275,661,256.65",0.51,"275,661,256.65","620,792.00",444.05,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3926,GSK,GLAXOSMITHKLINE,Health Care,Equity,"274,077,164.61",0.50,"274,077,164.61","13,225,541.00",20.72,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3927,1299,AIA GROUP LTD,Financials,Equity,"268,177,403.70",0.49,"268,177,403.70","35,903,600.00",7.47,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.81,HKD,-,EFA,20240607
3928,REL,RELX PLC,Industrials,Equity,"267,616,610.99",0.49,"267,616,610.99","5,957,678.00",44.92,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3929,8316,SUMITOMO MITSUI FINANCIAL GROUP IN,Financials,Equity,"260,765,354.21",0.48,"260,765,354.21","4,015,300.00",64.94,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3930,SAN,BANCO SANTANDER SA,Financials,Equity,"258,461,223.63",0.47,"258,461,223.63","50,496,480.00",5.12,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240607
3931,DTE,DEUTSCHE TELEKOM N AG,Communication,Equity,"252,597,683.22",0.46,"252,597,683.22","10,342,061.00",24.42,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3932,ZURN,ZURICH INSURANCE GROUP AG,Financials,Equity,"249,799,601.16",0.46,"249,799,601.16","466,994.00",534.91,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3933,SAF,SAFRAN SA,Industrials,Equity,"245,982,692.09",0.45,"245,982,692.09","1,090,647.00",225.54,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3934,RIO,RIO TINTO PLC,Materials,Equity,"244,893,419.83",0.45,"244,893,419.83","3,596,853.00",68.09,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3935,IBE,IBERDROLA SA,Utilities,Equity,"242,813,277.85",0.45,"242,813,277.85","18,445,797.00",13.16,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240607
3936,DGE,DIAGEO PLC,Consumer Staples,Equity,"241,140,076.66",0.44,"241,140,076.66","7,099,370.00",33.97,United Kingdom,London Stock Exchange,USD,0.79,GBP,"Jan 01, 1998",EFA,20240607
3937,RMS,HERMES INTERNATIONAL,Consumer Discretionary,Equity,"240,485,105.59",0.44,"240,485,105.59","101,056.00","2,379.72",France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3938,BNP,BNP PARIBAS SA,Financials,Equity,"236,464,505.27",0.43,"236,464,505.27","3,295,248.00",71.76,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3939,6098,RECRUIT HOLDINGS LTD,Industrials,Equity,"234,100,536.25",0.43,"234,100,536.25","4,737,900.00",49.41,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3940,NAB,NATIONAL AUSTRALIA BANK LTD,Financials,Equity,"229,938,901.62",0.42,"229,938,901.62","9,900,330.00",23.23,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
3941,4063,SHIN ETSU CHEMICAL LTD,Materials,Equity,"223,986,873.05",0.41,"223,986,873.05","5,748,300.00",38.97,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3942,8058,MITSUBISHI CORP,Industrials,Equity,"220,861,424.47",0.41,"220,861,424.47","10,667,600.00",20.70,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3943,4568,DAIICHI SANKYO LTD,Health Care,Equity,"219,362,816.84",0.40,"219,362,816.84","5,901,985.00",37.17,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3944,MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Equity,"217,510,548.39",0.40,"217,510,548.39","435,444.00",499.51,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3945,EL,ESSILORLUXOTTICA SA,Health Care,Equity,"212,500,961.29",0.39,"212,500,961.29","941,292.00",225.75,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3946,8766,TOKIO MARINE HOLDINGS INC,Financials,Equity,"208,057,691.77",0.38,"208,057,691.77","5,995,900.00",34.70,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3947,CS,AXA SA,Financials,Equity,"207,891,081.72",0.38,"207,891,081.72","5,795,000.00",35.87,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3948,8031,MITSUI LTD,Industrials,Equity,"200,413,705.92",0.37,"200,413,705.92","4,089,900.00",49.00,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3949,BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,Equity,"199,268,711.74",0.37,"199,268,711.74","18,627,783.00",10.70,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240607
3950,9984,SOFTBANK GROUP CORP,Communication,Equity,"198,802,632.15",0.37,"198,802,632.15","3,283,300.00",60.55,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3951,BATS,BRITISH AMERICAN TOBACCO,Consumer Staples,Equity,"198,634,621.48",0.36,"198,634,621.48","6,407,094.00",31.00,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3952,GLEN,GLENCORE PLC,Materials,Equity,"197,747,367.64",0.36,"197,747,367.64","33,090,673.00",5.98,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3953,WBC,WESTPAC BANKING CORPORATION CORP,Financials,Equity,"196,734,542.27",0.36,"196,734,542.27","11,064,952.00",17.78,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
3954,UCG,UNICREDIT,Financials,Equity,"192,562,862.15",0.35,"192,562,862.15","4,870,141.00",39.54,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240607
3955,DG,VINCI SA,Industrials,Equity,"191,474,525.02",0.35,"191,474,525.02","1,599,047.00",119.74,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3956,ENEL,ENEL,Utilities,Equity,"188,277,839.30",0.35,"188,277,839.30","25,951,989.00",7.25,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240607
3957,INGA,ING GROEP NV,Financials,Equity,"185,795,691.69",0.34,"185,795,691.69","10,487,130.00",17.72,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
3958,7974,NINTENDO LTD,Communication,Equity,"185,064,722.95",0.34,"185,064,722.95","3,315,100.00",55.82,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3959,ANZ,ANZ GROUP HOLDINGS LTD,Financials,Equity,"184,605,285.00",0.34,"184,605,285.00","9,596,408.00",19.24,Australia,Asx - All Markets,USD,1.52,AUD,"Jan 01, 1998",EFA,20240607
3960,ISP,INTESA SANPAOLO,Financials,Equity,"180,997,087.02",0.33,"180,997,087.02","46,669,610.00",3.88,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240607
3961,MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,Equity,"180,232,970.79",0.33,"180,232,970.79","2,560,239.00",70.40,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3962,ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Equity,"179,184,773.89",0.33,"179,184,773.89","2,867,261.00",62.49,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240607
3963,8001,ITOCHU CORP,Industrials,Equity,"177,801,859.34",0.33,"177,801,859.34","3,792,800.00",46.88,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3964,LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,Equity,"174,302,893.89",0.32,"174,302,893.89","1,452,655.00",119.99,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3965,ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,Equity,"171,867,855.56",0.32,"171,867,855.56","3,480,628.00",49.38,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240607
3966,BA.,BAE SYSTEMS PLC,Industrials,Equity,"171,342,544.81",0.31,"171,342,544.81","9,655,009.00",17.75,United Kingdom,London Stock Exchange,USD,0.79,GBP,"Jan 01, 1998",EFA,20240607
3967,IFX,INFINEON TECHNOLOGIES AG,Information Technology,Equity,"171,246,776.18",0.31,"171,246,776.18","4,166,952.00",41.10,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
